Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,C-MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/10/2014,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,
Disturbance?,N,N,N,N,N,N,,,N,,,Y,,,Y,,,Y,,,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,Y,Y,,,Y,,,N,,,N,,,N,,,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,,,,10,32,13,3,4,2,3,3,1,10,28,12,,,,,,5,8,6,10,,,,,,,,,,2,4,,4,8,1,7,15,6,8,18,5,,,,,,7,1,5,3,9,,,,,,,,,,
Lintonia nutans,,,,,,,,,,,,2,4,2,,,,,,,,,,,,,,,,6,,,,,,1,3,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum mezianum,,,,,,1,10,1,,,,4,2,4,,,,,,,,,,,,4,,,,3,,,,,,,,,2,,3,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,
Pennisetum straminium,,,,,,10,21,41,1,1,,6,6,15,4,7,9,4,6,8,,,,,,,7,2,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,3,,,,,,,,,,
Themeda triandra,,,,,,,,,,,,2,3,,3,7,2,,,,,,,,,6,,,,,,,,,,8,48,8,5,11,1,5,11,2,9,38,4,4,10,1,,,,,,,,,,,,,,,,,,,,
Bare,,,,,,,,,,,,1,,,1,,,1,,,,,,2,2,,,2,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,1,2,,1,,3,,,,,,,,,2
