Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,C-W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/26/2015,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,N,N,N,N,N,N,,,N,,,N,,,N,,,N,,,N,N,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,N,,,N,,,N,,,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Disturbance?,N,N,N,N,N,N,,,N,,,N,,,Y,,,N,,,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,,N,,,N,,,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,,,,10,38,7,,,,4,6,2,10,52,10,,,,,,10,,8,8,10,,,,,,10,61,7,4,4,,10,59,16,,,,10,45,13,,,,,,,10,,10,10,,,,,,,,,,
Lintonia nutans,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum mezianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,2,,,,,,,,,,
Pennisetum straminium,,,,,,8,16,1,1,,1,,,,3,1,3,,,,,,,,,,9,7,,,,,,,,,,,,,,,,,8,37,8,,,,,,,,,10,4,7,,,,,,,,,,,,
Themeda triandra,,,,,,,,,,,,10,32,5,,,,,,,,,,,,,5,,,,,,,,,,,,3,13,,3,7,1,,,,,,,,,,,,5,,,,,,,,,,,,,,
Bare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida kenyensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
