Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,C-MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/29/2015,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,N,N,N,N,N,N,,,N,,,N,,,N,,,N,,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,,N,,,N,,,N,,,N,,,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y
Disturbance?,Y,Y,Y,Y,Y,N,,,Y,,,N,,,N,,,Y,,,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,Y,,,Y,,,N,,,Y,,,N,,,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,3,3,3,10,46,5,10,36,7,10,24,2,2,2,,,,,,,10,10,10,10,10,,,,,,,,,5,11,3,,,,2,2,,10,25,3,,,,,,10,8,10,10,10,,,,,,,,,,
Lintonia nutans,,,,,,,,,,,,,,,2,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum mezianum,,,,,,,,,,,,6,20,2,,,,,,,,,,,,,2,,2,,,,,,,3,6,2,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,
Pennisetum straminium,,,,,,,,,,,,,,,7,23,6,9,26,10,,,,,,,4,3,,,,,,,,,,,,,,5,9,2,8,12,10,,,,,,,,,5,,,,,,,,,,,,,,
Themeda triandra,,,,,,10,26,17,,,,5,17,3,,,,2,3,1,,,,,,2,,,,,,,,,,7,29,2,4,7,2,10,56,10,,,,,,,,,,,,,,,,,,,,,,,,,,
Bare,,,,1,1,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,2,2,,,,,,1,,,,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
