Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,S-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/27/2020,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,Y,,,,,,,,,,,,,,,,,,,,,,,Y,,,Y,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,Y,,,,,,,,Y,,
Disturbance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,9,24,,10,48,2,10,33,,9,39,1,,,,,,,,,,,10,7,8,,,,,,10,38,2,9,25,,,,,10,41,1,10,37,3,,,,,,10,8,10,10,10,,,,,,,,,,
Lintonia nutans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum mezianum,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum straminium,,,,,,1,2,,,,,,,,,,,7,8,5,,,,,,3,10,,4,,,,,,,,,,4,3,4,10,51,7,7,17,3,5,3,5,,,,,,,,,2,4,,,,,,,,,,
Themeda triandra,,,,,,,,,,,,,,,6,15,,8,24,,,,,,,8,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,,5,,,,,,,,,,
Bare,,,,,,,,,,,,,,,,,,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida kenyensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriochloa insculpta,,,,5,,1,3,,,,,5,6,,,,,,,,,,3,,4,,,,3,,,,5,,,,,,,,,3,6,2,2,4,1,,,,,,9,10,,,6,,,,,,8,6,,,3,,,
Bracharia 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bracharia eruciformis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chloris sp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cynodon dactylon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cynodon plectostachyus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyperus & Mariscus spp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Digitaria 2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
