Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:N-MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date:JUNE/5/08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B,,,,,
Mound?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disturbance?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,,,,,
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,1,,1,,,,,,,1,2,,5,10,1,,,,,,3,9,,,5,,,,,,,,,,8,7,6,18,6,5,11,5,,,,,,,,,4,8,5,,8,,,,,,,,,,,,,,,
Lintonia nutans,,,,,,3,,3,,,,3,3,1,,,,,,,,,,,,,,,2,,,,,,,5,9,1,1,1,1,,,,,,,,,,,,,,,3,,,4,,,,,,,,,,,,,,,,
Pennisetum mez.,,,,,,3,6,3,,,,,,,9,24,9,,,,,,,,,2,,,,,,,,,,2,5,1,4,21,2,,,,,,,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,
Pennisetum stram.,,,,,,,,,,1,1,9,4,20,,,,,,,,,,,,6,,4,8,3,,,,,,,,,,,,,,,,,,3,,4,,,,,,3,,9,,6,,,,,,,,,,,,,,,
Themeda triandra,,,,,,,,,,,,,,,,,,4,4,4,,,,,,,,,,,,,,,,2,6,,2,3,1,5,10,1,,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,
Bare,3,,1,1,3,3,,,5,,,,,,,,,3,,,5,5,2,,1,,1,6,,1,2,1,,6,,1,,,,,,,,,,,,2,,,1,,3,,3,,1,,3,,,,,4,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida kenyensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriochloa,,2,,,,,,,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,
Bracharia 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
