,,Feb/March 2000,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,
,,N - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,
1,A,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,
1,B,,,2,6,,3,,,,,,,,,,,,,,,,,,,,,,,
1,C,,,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,
1,D,,,,4,,4,,,,,,,,,,,,,,,,,,,,,,,
1,E,,,1,,7,2,,,,,,,,,,,,,,,,,,,,,,,
1,F,,,2,,3,,1,,,,,,,,,,,,,,,,,,,,,,
1,G,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1,H,,,,4,,2,,,,1,,,,,,,,,,,,,,,,,,,
1,I,,,5,,1,,,,,,,,2,,,,,,,,,,,,,,,,
1,J,,,,1,2,,,,,,,,2,,,,,,,,,,,,,,,,
2,J,,,,,4,,3,,,,,,2,,,,,,,,,,,,,,,,
2,I,,,3,,5,,,,,,,,,,1,,,,,,,,,,,,,,
2,H,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,G,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,,
2,F,,,,2,,3,1,,,,,,,,,,,,,,,,,,,,,,
2,E,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,,,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,
2,C,,,3,4,,2,,,,,,,,,,,,,,,,,,,,,,,
2,B,,,,5,,3,,,,,,,2,,,,,,,,,,,,,,,,
2,A,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,
3,A,,,5,2,,2,,,,,,,,,,,,,,,,,,,,,,,
3,B,,,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,
3,C,,,6,4,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,,,3,3,,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,,,2,1,,2,,,2,,,,,,,,,,,,,,,,,,,,
3,F,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,,,2,1,,,,,,,,,,,3,,,,,,,,,,,,,,
3,H,,,3,2,,2,,,,,,,,,1,,,,,,,,,,,,,,
3,I,,,7,2,,,1,,,,,,,,,,,,,,,,,,,,,,
3,J,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,
4,J,,,5,2,,,,,,,,,,,3,,,,,,,,,,,,,,
4,I,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,
4,H,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,
4,G,,,4,2,,,,,,,,,,,2,,,,,,,,,,,,,,
4,F,,,3,,,2,2,,,,,,,,,,,,,,,,,,,1,,,
4,E,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,
4,D,,,,3,,3,,1,,,,,,,,,,,,,,,,,,,,,
4,C,,,1,1,,2,3,1,,,,,,,,,,,,,,,,,,,,,
4,B,,,4,2,,,,,1,,,,,,,,,,,,,,,,,,,,
4,A,,,,5,,3,,,,,,,,,2,,,,,,,,,,,,,,
5,A,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,,,4,1,,1,,,,,,,,,,,,,,,,,,,,,,,
5,E,,,,,2,2,,,,,,,,,,,,,,,,,,,,1,,,
5,F,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,,,2,,2,3,,,,,,,,,,,,,,,,,,,,,,,
5,H,,,3,,2,1,,,,,,,,,,,,,1,,,,,,,,,,
5,I,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,
5,J,,,1,2,3,,1,,,,,,,,,,,,,,,,,,,,,,
6,J,,,,1,4,,,,2,,,,,,,,,,,,,,,,,,,,
6,I,,,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,
6,H,,,,,4,,,,,,,,,,,,,,1,,,,,,,,,,
6,G,,,,,6,,,,,,,,1,,,,,,,,,,,,,3,,,
6,F,,,3,4,,,,,,,,,,,,,,,,,,,,,,1,,,
6,E,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,
6,D,,,2,,1,2,,,1,,,,,,,,,,,,,,,,,,,,
6,C,,,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,
6,B,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,
6,A,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,,,,2,2,1,2,,,,,,,,6,,,,,,,,,,,,,,
7,D,,,,1,1,,3,,,,,,,,,,,,,,,,,,,,,,
7,E,,,1,2,,2,1,,,,,,,,,,,,,,,,,,,,,,
7,F,,,4,,4,,,1,,,,,,,,,,,,,,,,,,,,,
7,G,,,3,,,4,,,1,,,,,,,,,,,,,,,,,,,,
7,H,,,,,3,,,,,,,,,,5,,,,,,,,,,,,,,
7,I,,,,,3,1,,,,,,,,,,,,,2,,,,,,,,,,
7,J,,,,3,2,1,,1,,,,,,,,,,,,,,,,,,,,,
8,J,,,,6,,3,,,,,,,,,,,,,,,,,,,,,,,
8,I,,,4,,1,,2,,,,,,,,1,,,,,,,,,,,,,,
8,H,,,,2,1,3,,,,,,,,,1,,,,,,,,,,,,,,
8,G,,,2,1,2,,,,,,,,,,,,,,,,,,,,,1,,,
8,F,,,4,,,,2,,,,,,,,,,,,,,,,,,,,,,
8,E,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,
8,D,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,
8,C,,,4,,2,2,3,1,,,,,,,,,,,,,,,,,,,,,
8,B,,,2,,,1,3,,,,,,,,,,,,,,,,,,,1,,,
8,A,,,1,1,,4,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,
9,B,,,3,2,,,,,,,,,,,2,,,,,,,,,,,,,,
9,C,,,4,,,,1,,,,,,,,,,,,,,,,,,,,,,
9,D,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,1,
9,E,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,
9,F,,,,3,,3,,,,,,,,,,,,,,,,,,,,,,,
9,G,,,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,
9,H,,,,2,,1,2,,,,,,,,,,,,,,,,,,,,,,
9,I,,,5,,,,1,,,,,,,,1,,,,,,,,,,,,,,
9,J,,,,,2,4,1,,,,,,,,,,,,,,,,,,,,,,
10,J,,,1,4,,3,,,,,,,,,,,,,,,,,,,,,,,
10,I,,,3,2,,2,,,,,,,,,,,,,,,,,,,,,,,
10,H,,,4,2,,1,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,2,,4,,1,,3,,,,,,,,,,,,,,,,,,,,
10,F,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,
10,E,,,,,4,2,,,,,,,,,1,,,,,,,,,,,,,,
10,D,,,1,,5,2,,,1,,,,,,,,,,,,,,,,,,,,
10,C,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,
10,B,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,
10,A,,,2,3,,2,4,,,0,0,0,,0,,0,0,0,,0,0,0,0,0,0,,0,,
,,,,182,170,130,125,44,5,12,1,0,0,9,0,29,0,0,0,6,0,0,0,0,0,0,8,0,1,
Mean,,,,18.2,17,13,12.5,4.4,0.5,1.2,0.1,0,0,0.9,0,2.9,0,0,0,0.6,0,0,0,0,0,0,0.8,0,0.1,72.2
Rel. Cov.,,,,25.20775623,23.54570637,18.00554017,17.31301939,6.094182825,0.692520776,1.662049861,0.138504155,0,0,1.246537396,0,4.016620499,0,0,0,0.831024931,0,0,0,0,0,0,1.108033241,0,0.138504155,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,
,,N - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,
1,A,Y,N,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
1,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,D,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
1,G,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1,H,Y,N,,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,
1,I,Y,N,1,,1,1,,,,,,,1,,,,,,,,,,,,,,,,
1,J,Y,N,,1,1,1,,,,,,1,1,,,,,,1,,,,,,,,,,
2,J,Y,N,,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,
2,I,Y,N,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,
2,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
2,C,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,
2,A,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,B,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
3,C,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,
3,H,Y,N,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,
3,I,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,
4,I,Y,N,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,
4,F,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,
4,E,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,D,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,
5,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,D,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,
5,F,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
5,G,Y,N,1,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,
5,H,Y,Y,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,
5,I,Y,Y,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,
6,I,Y,Y,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,
6,H,Y,Y,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,
6,G,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,
6,F,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,
6,E,Y,N,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,
6,D,Y,N,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
6,B,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,,
7,D,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
7,F,Y,N,1,1,1,,,1,,1,,,,,,,,,1,,,,,,,,,,
7,G,Y,N,1,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,
7,H,Y,N,,,1,,,,,,,,,,1,,,,,,,,,,,,,,
7,I,Y,N,,,1,1,,,,,,,,,,,,,1,,,,,,,,,,
7,J,Y,N,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,I,Y,N,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,
8,H,Y,N,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,
8,G,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,
8,F,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,
8,E,Y,Y,,,1,,,,,,,,,,,,,,1,,,,,,,,,,
8,D,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
8,C,Y,N,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
8,B,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,,
8,A,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,
9,C,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,Y,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,
9,E,Y,N,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
9,F,Y,N,,1,,1,,1,,,,,,,,,,,1,,,,,,,,,,
9,G,Y,N,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
9,I,Y,N,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,
9,J,Y,N,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
10,J,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,I,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,G,Y,N,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,
10,F,Y,N,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,
10,E,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
10,D,Y,N,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,
10,C,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
10,B,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
10,A,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,
,,% freq.,,61,71,46,70,25,14,9,2,0,1,7,0,13,0,0,0,9,0,0,0,0,0,0,6,0,2,
