Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,N-MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/7/2018,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,,,,,,,,,Y,,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,,,,,,,,,,
Disturbance?,Y,Y,Y,Y,Y,Y,,,Y,,,Y,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,,,Y,,,Y,,,Y,,,Y,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,3,4,2,9,30,7,,,,10,28,3,3,7,,,,,,,7,,9,,10,,,,,,9,29,3,4,6,1,4,7,,5,6,,,,,,,,,,,5,4,,5,,,,,,,,,,
Lintonia nutans,,,,,,3,6,1,,,,,,,,,,1,2,,,,,,,,6,,,,,,,,,,,,1,2,1,1,,1,5,11,3,3,8,1,,,,,,,3,,,,,,,,,,,,,
Pennisetum mezianum,,,,,,,,,5,14,4,4,11,6,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3,7,6,,,,,,,,,,,,,,,,,,,,
Pennisetum straminium,,,,,,5,25,8,3,9,2,,,,4,7,2,,,,,,,,,1,5,,,,,,,,,2,2,1,,,,2,6,1,,,,,,,,,,,,,1,3,10,2,,,,,,,,,,
Themeda triandra,,,,,,,,,2,4,,10,54,4,1,1,,,,,,,,,,5,3,5,,4,,,,,,,,,6,26,4,10,58,4,3,2,4,4,17,3,,,,,,5,,1,,5,,,,,,,,,,
Bare,,,,,,,,,,,,,,,,,,,,,3,1,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
