,,Jan/Feb 2001,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - O,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
1,A,,,7,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
1,B,,,,4,,,5,,,,,,,,,,,,1,,,,,,,,,,1,
1,C,,,,,10,,,,,,,,,,,,,,2,,,,,,,,,,,
1,D,,,,1,,4,3,,,,,,,,,,,,,,,,,,,,,,2,
1,E,,,7,5,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,F,,,1,,9,,,,,,,,,,1,,,,,,,,,,,,,,,
1,G,,,2,,7,,1,,,,,,,,2,,,,,,,,,,,,,,,
1,H,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
1,I,,,3,4,,2,,,3,,,,,,,,,,,,,,,,,,,,,
1,J,,,,4,,6,,,4,,,,,,,,,,,,,,,,,,,,,
2,J,,,3,,4,,,,,,,,,,,,,,4,,,,,,,,,,,
2,I,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,H,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,
2,G,,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,3,
2,F,,,2,,,4,6,,,,,,,,,,,,,,,,,,,,,,,
2,E,,,,4,8,,2,,,,,,,,,,,,,,,,,,,,,,,
2,D,,,,,10,,,3,,,,,,,,,,,,,,,,,,,,,,
2,C,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
2,B,,,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
2,A,,,,,2,3,3,,4,,,,,,,,,,,,,,,,,,,,,
3,A,,,4,,9,1,,,,,,,,,,,,,,,,,,,,,,,,
3,B,,,10,1,,,,,,,,,3,,,,,,,,,,,,,,,,,
3,C,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
3,D,,,,,4,,,,9,,,,3,,,,,,,,,,,,,,,,,
3,E,,,7,,3,2,,,,,,,,,,,,,,,,,,,,,,,,
3,F,,,,,5,,4,,,,,1,,,,,,,,,,,,,,,,,,
3,G,,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,,
3,H,,,3,5,,,,,,,,,,,,,,,,,,,,,,,,,2,
3,I,,,,6,,4,,,,,,,,,,,,,,,,,,,,,,,,
3,J,,,4,,,,1,,,,,,,,7,,,,,,,,,,,,,2,,
4,J,,,6,,,3,2,,,,,4,,,,,,,,,,,,,,,,,,
4,I,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,1,
4,H,,,,2,,,5,,,,,1,,,,,,,,,,,,,,,,,2,
4,G,,,,4,,4,1,,5,,,,,,,,,,,,,,,,,,,,,
4,F,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,
4,D,,,,,5,2,,1,6,,,,,,,,,,,,,,,,,,,,1,
4,C,,,10,,1,2,1,,,,,,,,,,,,,,,,,,,,,,,
4,B,,,2,,6,,2,,,,,,,,5,,,,,,,,,,,,,,,
4,A,,,1,4,,,1,,,,,,,,,,,,,,,,,,,,,,4,
5,A,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,
5,B,,,4,3,5,,,,,,,,,,,,,,,,,,,,,,,1,,
5,C,,,9,,,4,,,,3,,,,,,,,,,,,,,,,,,,,
5,D,,,7,,2,3,,,,,,,,,,,,,,,,,,,,1,,,,
5,E,,,8,,,3,2,,,,,,,,,,,,,,,,,,,,,,,
5,F,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,,,3,3,9,,2,1,,,,,,,,,,,,,,,,,,,,,,
5,H,,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,
5,I,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,3,,
5,J,,,,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,
6,J,,,1,,10,,,,,,,,,,,,,,,,,,,,,,,2,,
6,I,,,,1,7,,4,,,,,,2,,,,,,,,,,,,,,,,,
6,H,,,,,8,,,,2,,,,,,,,,,,,,,,,,,,,,
6,G,,,,6,,3,,,,,,,,,,,,,,,,,,,,4,,,,
6,F,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
6,E,,,4,,6,,2,,,,,,,,,,,,,,,,,,,,,,,
6,D,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
6,B,,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,5,
6,A,,,6,,5,,,,,,,,,,,,,,,,,,,,,,,,,
7,A,,,,,8,,5,,,,,,,,,,,,,,,,,,,,,,1,
7,B,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,,
7,C,,,,1,1,,8,,,,,,,,,,,,,,,,,,,,,,,
7,D,,,,1,5,,4,,,,,,,,,,,,,,,,,,,,,,,
7,E,,,,,9,,,,1,,,,,,,,,,,,,,,,,,,,,
7,F,,,7,,1,,2,,,,,,,,,,,,,,,,,,,,,,,
7,G,,,,,6,,,,5,,,,,,,,,,,,,,,,,,,,,
7,H,,,,,10,,,,,,,,4,,,,,,,,,,,,,,,,,
7,I,,,,,10,,,,,,,,2,,,,,,1,,,,,,,,,,,
7,J,,,,4,5,,,2,,,,,,,,,,,,,,,,,,,,,,
8,J,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,
8,I,,,4,,7,,,,,,,,,,,,,,,,,,,,,,,,,
8,H,,,6,,6,,,,,,,,,,,,,,,,,,,,,,,,3,
8,G,,,,,10,,,,,,,2,,,,,,,,,,,,,,,,1,,
8,F,,,,,8,,3,,,,,,,,,,,,,,,,,,,,,,2,
8,E,,,2,,9,,,,,,,,,,,,,,,,,,,,,,,,,
8,D,,,6,,,4,3,,,,,,,,,,,,,,,,,,,,,,,
8,C,,,10,,,,1,,,,,,,,,,,,,,,,,,,,,,,
8,B,,,9,,,,,,2,,,,,,,,,,,,,,,,,,,,,
8,A,,,7,6,1,,3,,,,,,,,,,,,,,,,,,,,,,,
9,A,,,1,,,,4,,1,,,,,,,,,,,,,,,,,,,,5,
9,B,,,,,10,,,,,,,,,,,,,,,,,,,,,3,,1,,
9,C,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,,,,,10,,,,,,,,5,,,,,,,,,,,,,,,,,
9,E,,,4,1,,3,,,4,,,,,,,,,,,,,,,,,,,,,
9,F,,,1,,,,9,,,,,,,,,,,,,,,,,,,,,,1,
9,G,,,7,,3,,,,,,,,,,,,,,,,,,,,,,,,,
9,H,,,,,,5,6,,,,,,,,,,,,,,,,,,,,,,,
9,I,,,,4,5,2,,,,,,,,,,,,,,,,,,,,,,,,
9,J,,,3,,8,,,1,,,,,,,,,,,,,,,,,,,,,,
10,J,,,,,10,,,,,,,,,,,,,,1,,,,,,,,,,,
10,I,,,,,10,,,,,,,,,,,,,,3,,,,,,,,,,,
10,H,,,10,4,,,,,,,,,,,,,,,,,,,,,,,,,,
10,G,,,2,,,4,6,,,,,,,,,,,,,,,,,,,,,,1,
10,F,,,6,,2,,5,,,,,2,,,,,,,,,,,,,,,,,,
10,E,,,5,,4,,4,,,,,,,,,,,,,,,,,,,,,,,
10,D,,,,,10,,,,,,,,,,,,,,3,,,,,,,,,,,
10,C,,,,,10,,,3,,,,,,,,,,,,,,,,,,,,,,
10,B,,,,,10,,,,,,,,,,,,,,,,,,,,,,,1,,
10,A,,,,8,,,,,,,0,,,0,,0,0,0,,0,0,0,0,0,0,,0,,2,
,,,,223,158,424,83,135,13,46,3,0,11,20,0,15,0,0,0,15,0,0,0,0,0,0,8,0,13,36,
Mean,,,,22.3,15.8,42.4,8.3,13.5,1.3,4.6,0.3,0,1.1,2,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0.8,0,1.3,3.6,120.3
Rel. Cov.,,,,18.53699086,13.13383209,35.24522028,6.899418121,11.22194514,1.080631754,3.823773899,0.249376559,0,0.914380715,1.662510391,0,1.246882793,0,0,0,1.246882793,0,0,0,0,0,0,0.665004156,0,1.080631754,2.992518703,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,Lipia,
1,A,N,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1,B,N,N,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,1,,
1,C,N,N,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,1,,
1,D,N,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
