,,Jan/Feb 2001,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
1,A,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
1,B,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,C,,,,1,,,5,,,,,,,,,,,,,,,,,,,,,,4,
1,D,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,7,
1,E,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,8,
1,F,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,7,
1,G,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,4,
1,H,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,5,
1,I,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,6,
1,J,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,8,
2,J,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,
2,I,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,
2,H,,,,,3,2,,,,,,1,,,,,,,,,,,,,,,,,5,
2,G,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
2,F,,,3,,4,,2,,,,,1,,,1,,,,,,,,,,,,,,2,
2,E,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,3,
2,D,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
2,C,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
2,B,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
2,A,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,7,
3,A,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
3,B,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,
3,C,,,8,,,,,,,,,,,,2,,,,,,,,,,,,,,1,
3,D,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,7,
3,E,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,5,
3,F,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
3,G,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,
3,H,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,
3,I,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
3,J,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,
4,J,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
4,I,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,7,
4,H,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,6,
4,G,,,1,,2,,,,,,,,,,,,,,1,,,,,,,,,,7,
4,F,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
4,E,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,
4,D,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,7,
4,C,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,
4,B,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,8,
4,A,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
5,A,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,
5,B,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,9,
5,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
5,D,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,6,
5,E,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
5,F,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
5,G,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
5,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
5,I,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
5,J,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,8,
6,J,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,9,
6,I,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,,,6,
6,H,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,7,
6,G,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,
6,F,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,9,
6,E,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,8,
6,D,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,
6,C,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,9,
6,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
6,A,,,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,4,
7,A,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
7,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
7,C,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
7,D,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,3,
7,E,,,,,1,3,,,,,,,,,2,,,,,,,,,,,,,,4,
7,F,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,8,
7,G,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,7,
7,H,,,7,2,,,,,,,,,,,,,,,,,,,,,,,,,1,
7,I,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,6,
7,J,,,1,2,,2,,,,,,,,,,,,,,,,,,,,,,,5,
8,J,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
8,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
8,H,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,6,
8,G,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,
8,F,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
8,E,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
8,D,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,8,
8,C,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,7,
8,B,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,8,
8,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
9,A,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
9,B,,,5,,,,1,,,,,,,,,,,,,,,,,,,,,,5,
9,C,,,3,7,,,,,,,,1,,,,,,,,,,,,,,,,,,
9,D,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
9,E,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,2,
9,F,,,3,2,,,1,,,,,,,,,,,,,,,,,,,,,,4,
9,G,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,6,
9,H,,,,3,,,2,,,,,,,,,,,,,,,,,,,,,,5,
9,I,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,3,
9,J,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,3,
10,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
10,I,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,
10,H,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
10,G,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
10,F,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
10,E,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,8,
10,D,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,9,
10,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
10,B,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,4,
10,A,,,4,4,,,,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,3,
,,,,105,129,84,13,36,0,5,0,0,10,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,631,
Mean,,,,10.5,12.9,8.4,1.3,3.6,0,0.5,0,0,1,0,0,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0,63.1,101.9
Rel. Cov.,,,,10.30421982,12.65947007,8.243375859,1.27576055,3.532875368,0,0.490677134,0,0,0.981354269,0,0,0.490677134,0,0,0,0.098135427,0,0,0,0,0,0,0,0,0,61.92345437,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small, ,
1,A,Y,N,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
1,B,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
1,D,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,
1,E,Y,N,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,
1,F,Y,N,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,
1,G,Y,N,1,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,
1,H,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
1,I,Y,N,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,
1,J,Y,N,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,
2,J,Y,Y,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,I,Y,Y,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
2,H,Y,N,,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,
2,G,Y,N,,,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,
2,F,Y,N,1,,1,,1,1,,,,1,,,1,,,,,,,,,,,,,,,
2,E,Y,N,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,1,,,,,1,,,1,,,1,,,,,,,,,,,,,,,
2,C,Y,N,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,
2,A,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,
3,B,Y,N,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,1,,
3,C,Y,N,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,
3,D,Y,N,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,
3,E,Y,N,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,
3,F,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
3,G,Y,N,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,H,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
3,I,Y,N,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,
3,J,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,
4,J,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
4,I,Y,N,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,1,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,
4,F,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
4,E,Y,N,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,
4,D,Y,N,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,,
4,B,Y,N,,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,
4,A,Y,N,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,1,,
5,A,Y,N,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,
5,B,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
5,D,Y,N,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,
5,F,Y,Y,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,G,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,H,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
5,I,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,J,Y,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
6,H,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,G,Y,N,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,
6,F,Y,N,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,
6,E,Y,Y,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,D,Y,N,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,C,Y,N,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,
6,B,Y,N,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,N,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,
7,A,Y,N,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
7,B,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
