,,Jan/Feb 2001,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
1,A,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,6,
1,B,,,,,6,,,,,,,1,,,,,,,,,,,,,,,,,3,
1,C,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,
1,D,,,,,2,,1,,1,,,,,,,,,,,,,,,,,,,,7,
1,E,,,5,,1,2,,,,,,1,,,,,,,,,,,,,,,,,2,
1,F,,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,3,
1,G,,,,,6,,3,,,,,,,,,,,,,,,,,,,,,,3,
1,H,,,2,,5,1,1,,,,,,,,,,,,,,,,,,,,,,2,
1,I,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
1,J,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,5,
2,J,,,2,,5,,,,,,,,,,,,,,,,,,,,,,,,4,
2,I,,,,,8,,,,,,,,1,,,,,,,,,,,,,,,,2,
2,H,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
2,G,,,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,1,
2,F,,,,,4,,2,,,,,,,,,,,,,,,,,,,,,,4,
2,E,,,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,2,
2,D,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,2,
2,C,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,5,
2,B,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,3,
2,A,,,,,5,,,,6,,,,,,,,,,,,,,,,,,,,,
3,A,,,,,5,,,,,,,,,,,,,,,,,,,,,,,1,5,
3,B,,,,,1,,4,,,,,,1,,2,,,,,,,,,,,,,,2,
3,C,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
3,D,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,
3,E,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,1,4,
3,F,,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,5,
3,G,,,5,,1,1,,,,,,,,,,,,,,,,,,,,,,1,3,
3,H,,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,5,
3,I,,,,,5,,1,,1,,,,,,,,,,,,,,,,,,,,4,
3,J,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,
4,J,,,3,1,1,,,,,,,1,,,,,,,,,,,,,,,,,4,
4,I,,,3,1,,1,,,,,,,,,,,,,,,,,,,,,,,5,
4,H,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,4,
4,G,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,8,
4,F,,,,,8,2,,,,,,,,,1,,,,,,,,,,,,,,,
4,E,,,5,,1,,,,,,,1,,,,,,,,,,,,,,,,,3,
4,D,,,3,,1,,2,,,,,,,,,,,,,,,,,,,,,,4,
4,C,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
4,B,,,,,2,,2,,3,1,,,,,,,,,,,,,,,,,,,3,
4,A,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
5,A,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
5,B,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,6,
5,C,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
5,D,,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,4,
5,E,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,7,
5,F,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
5,G,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,3,
5,H,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,5,
5,I,,,,4,4,1,,,,,,,,,,,,,,,,,,,,,,,2,
5,J,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
6,J,,,3,,,,4,,,,,,,,2,,,,,,,,,,,,,,2,
6,I,,,2,,2,2,,,,,,,,,,,,,,,,,,,,,,,5,
6,H,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,9,
6,G,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,3,
6,F,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,
6,E,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,5,
6,D,,,,4,1,,1,,,,,,,,,,,,,,,,,,,,,,4,
6,C,,,,2,1,,,,4,,,,,,,,,,,,,,,,,,,,4,
6,B,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
6,A,,,,4,,1,,,,,,4,,,,,,,,,,,,,,,,,5,
7,A,,,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,4,
7,B,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
7,C,,,,,7,,2,,,,,,2,,,,,,,,,,,,,,,,1,
7,D,,,,,2,,4,,,,,,,,,,,,,,,,,,,,,,4,
7,E,,,2,4,,,,,,,,4,,,,,,,,,,,,,,,,,2,
7,F,,,1,,5,,,,,,,,,,,,,,,,,,,,,,,,4,
7,G,,,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,5,
7,H,,,3,,5,2,,,,,,,,,,,,,,,,,,,,,,,2,
7,I,,,,,3,,,,,,,,5,,,,,,,,,,,,,,,,3,
7,J,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
8,J,,,,,8,,,,,,,,2,,,,,,,,,,,,,,,,2,
8,I,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,6,
8,H,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
8,G,,,,1,4,,,,,,,,3,,,,,,,,,,,,,,,,3,
8,F,,,,,,,3,,,,,2,,,,,,,,,,,,,,,,,5,
8,E,,,2,4,,1,1,,,,,,,,,,,,,,,,,,,,,,3,
8,D,,,,,7,,,,,,,,,2,,,,,,,,,,,,,,,2,
8,C,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,
8,B,,,3,1,1,,,,1,,,,2,,,,,,,,,,,,,,,,3,
8,A,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,4,
9,A,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,
9,B,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
9,C,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
9,D,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,3,
9,E,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,6,
9,F,,,1,,2,,2,,,,,,,,,,,,,,,,,,,,,,7,
9,G,,,,,3,,1,,,,,,2,,,,,,,,,,,,,,,,4,
9,H,,,,,6,,4,,,,,,,,,,,,,,,,,,,,,,2,
9,I,,,4,,5,,,,3,,,,,,,,,,,,,,,,,,,,1,
9,J,,,4,,,1,1,,,,,,,,,,,,,,,,,,,,,,4,
10,J,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,4,
10,I,,,,,8,,2,,1,,,,1,,,,,,,,,,,,,,,,,
10,H,,,,6,3,1,,,,,,,,,,,,,,,,,,,,,,,2,
10,G,,,,,3,2,,,,,,,1,,,,,,,,,,,,,,,,6,
10,F,,,,,2,,,,6,,,2,,,,,,,,,,,,,,,,,3,
10,E,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
10,D,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,5,
10,C,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,2,
10,B,,,,1,4,,,,,,,,,,,,,,1,,,,,,,,,,4,
10,A,,,6,,1,,,0,,,0,,,,,0,0,0,,0,0,0,0,0,0,0,0,,4,
,,,,83,80,309,44,65,0,26,1,0,18,20,2,5,0,0,0,1,0,0,0,0,0,0,0,0,4,400,
Mean,,,,8.3,8,30.9,4.4,6.5,0,2.6,0.1,0,1.8,2,0.2,0.5,0,0,0,0.1,0,0,0,0,0,0,0,0,0.4,40,105.8
Rel. Cov.,,,,7.844990548,7.561436673,29.20604915,4.15879017,6.143667297,0,2.457466919,0.094517958,0,1.701323251,1.890359168,0.189035917,0.472589792,0,0,0,0.094517958,0,0,0,0,0,0,0,0,0.378071834,37.80718336,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,C - C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
