,,Jan/Feb 2001,,,,Pin Frame Data Cover,,,,,,,,,,,,,,,,,,,,,,,,,
,,N - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
1,A,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,4,
1,B,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,7,
1,C,,,6,1,,,1,,,,,,,,,,,,,,,,,,,,,,2,
1,D,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
1,E,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,7,
1,F,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
1,G,,,,,1,1,3,,,,,,,,,,,,,,,,,,,,,,6,
1,H,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,
1,I,,,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,2,
1,J,,,,2,3,1,,,,,,,,,,,,,,,,,,,,,,,4,
2,J,,,,5,4,,,,,,,,,,,,,,,,,,,,,,,,2,
2,I,,,2,3,,2,,,,,,,,,,,,,,,,,,,,,,,4,
2,H,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,3,
2,G,,,,,5,,5,,,,,,,,,,,,,,,,,,,,,,2,
2,F,,,,1,4,2,,,,,,,,,,,,,,,,,,,,,,,2,
2,E,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,9,
2,D,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
2,C,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,7,
2,B,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,
2,A,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,1,
3,A,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,1,
3,B,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
3,C,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,6,
3,D,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,7,
3,E,,,,3,1,1,2,,,,,,,,,,,,,,,,,,,,,,4,
3,F,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
3,G,,,,5,,,,,2,,,,,,,,,,,,,,,,,,,,3,
3,H,,,,8,,,,,,,,,,,,,,,,,,,,,,1,,,2,
3,I,,,,5,3,,,,,,,,,,,,,,,,,,,,,,,,2,
3,J,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,4,
4,J,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,7,
4,I,,,1,,5,1,,,,,,,,,,,,,,,,,,,,,,,4,
4,H,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,,5,
4,G,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,1,6,
4,F,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,8,
4,E,,,2,,6,,,,2,,,,,,,,,,,,,,,,,,,,3,
4,D,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,5,
4,C,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,5,
4,B,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,7,
4,A,,,,5,,1,,,2,,,,,,,,,,,,,,,,,,,,2,
5,A,,,7,2,,,,,1,,,,,,,,,,,,,,,,,,,,3,
5,B,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,2,
5,C,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,6,
5,D,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,3,
5,E,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,1,
5,F,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,3,
5,G,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,4,
5,H,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,3,
5,I,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,2,
5,J,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,7,
6,J,,,,6,,1,,,,,,,,,,,,,,,,,,,,,,,3,
6,I,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,5,
6,H,,,,,8,,,,,,,,,,,,,,,,,,,,,,,1,2,
6,G,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,7,
6,F,,,,7,1,,,,,,,,,,,,,,,,,,,,,,,,2,
6,E,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,5,
6,D,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,8,
6,C,,,3,4,2,,,,,,,,,,,,,,1,,,,,,,,,,2,
6,B,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,6,
6,A,,,,5,,1,,,,,,,,,,,,,,,,,,,,,,,4,
7,A,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,8,
7,B,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,
7,C,,,1,6,,,3,,,,,,,,,,,,,,,,,,,,,,1,
7,D,,,,4,1,,,,1,,,,,,,,,,,,,,,,,,,,4,
7,E,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,
7,F,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,6,
7,G,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,4,
7,H,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
7,I,,,1,,3,1,,,,,,,,,,,,,,,,,,,,,,,5,
7,J,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,5,
8,J,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,7,
8,I,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,5,
8,H,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,5,
8,G,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,6,
8,F,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,3,
8,E,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
8,D,,,,,5,,,,,,,,,,1,,,,,,,,,,,,,,4,
8,C,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,6,
8,B,,,4,,1,,1,,,,,,,,,,,,,,,,,,,,,,4,
8,A,,,1,,,,3,,,,,,,,,,,,,,,,,,,,,,6,
9,A,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,4,
9,B,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,4,
9,C,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,3,
9,D,,,,,9,,,,,,,,,,,,,,,,,,,,,,,1,1,
9,E,,,,,3,,5,,,,,,,,,,,,,,,,,,,,,,2,
9,F,,,1,2,,3,,,,,,,,,,,,,,,,,,,,,,,5,
9,G,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
9,H,,,,4,3,,,,1,,,,,,1,,,,,,,,,,,,,,1,
9,I,,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,3,
9,J,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,4,
10,J,,,,5,,3,,,,,,,,,,,,,,,,,,,,,,,2,
10,I,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,6,
10,H,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,7,
10,G,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,
10,F,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
10,E,,,3,,2,,1,,,,,,,,,,,,,,,,,,,,,,4,
10,D,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,9,
10,C,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,7,
10,B,,,1,,1,,,,,,,1,,,,,,,,,,,,,,,,,7,
10,A,,,,2,5,,,0,,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,,0,,3,
,,,,80,218,171,37,32,0,15,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,3,0,3,457,
Mean,,,,8,21.8,17.1,3.7,3.2,0,1.5,0,0,0.1,0,0,0.3,0,0,0,0.1,0,0,0,0,0,0,0.3,0,0.3,45.7,102.1
Rel. Cov.,,,,7.835455436,21.35161606,16.74828599,3.623898139,3.134182174,0,1.469147894,0,0,0.097943193,0,0,0.293829579,0,0,0,0.097943193,0,0,0,0,0,0,0.293829579,0,0.293829579,44.76003918,100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Feb/March 2000,,,,Pin Frame Data Frequency,,,,,,,,,,,,,,,,,,,,,,,,,
,,N - MWC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Disturbance,Mound <5m,Themeda,P. mezianum,P. stramineum,Lintonia,Brachiaria,Aerva,Aspilia,Commelina,Conyza,Discoriste,Helichrysum,Hibiscus,Indigofera sch.,Indigofera brev.,Kyllinger,Misopates,Monechima,Monsonia,Pavonia,Phyllanthus,Polygala,Portulaca,Rhinacanthus,Rhynchosia,Solanum big,Solanum small,bare,
1,A,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
1,B,Y,N,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
1,C,Y,N,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,
1,D,Y,N,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,
1,E,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
1,F,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,
1,G,Y,N,,,1,1,1,1,,,,,,,,,,,1,,,,,,,,,1,,
1,H,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,
1,I,Y,N,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
1,J,Y,N,,1,1,1,,,,,,,1,,,,,,,,,,,,,,,,,
2,J,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,I,Y,N,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,H,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,G,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
2,F,Y,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
2,E,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,D,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
2,C,Y,N,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
2,B,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
2,A,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
3,A,Y,N,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
3,B,Y,N,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,
3,C,Y,N,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,
3,D,Y,N,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,
3,E,Y,N,1,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,
3,F,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
3,G,Y,N,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,
3,H,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,
3,I,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
3,J,Y,N,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,
4,J,Y,N,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,
4,I,Y,N,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,
4,H,Y,N,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,
4,G,Y,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,
4,F,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
4,E,Y,N,1,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
4,D,Y,N,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
4,C,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
4,B,Y,N,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
4,A,Y,N,,1,,1,1,,1,,,,,,1,,,,,,,,,,,,,,,
5,A,Y,N,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,B,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,C,Y,N,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
5,D,Y,N,,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,
5,E,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,
5,F,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,
5,G,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
5,H,Y,Y,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
5,I,Y,Y,,1,1,1,,1,,,,,,,,,,,1,,,,,,,,,,,
5,J,Y,N,1,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,
6,J,Y,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
6,I,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
6,H,Y,N,,,1,1,,1,,,,,,,,,,,,,,1,,,,,,1,,
6,G,Y,N,,1,1,,,1,,,,,,,1,,,,,,,,,,,1,,1,,
6,F,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
6,E,Y,N,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,1,,
6,D,Y,N,,1,1,1,,,,,,,,,1,,,,,,,,,,,,,,,
6,C,Y,N,1,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,
6,B,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
6,A,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,A,Y,N,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
7,B,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
7,C,Y,N,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
7,D,Y,N,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,
7,E,Y,N,,,1,,1,,,,,1,,,,,,,1,,,,,,,,,,,
7,F,Y,N,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
7,G,Y,N,,1,1,,1,1,1,,,,,,1,,,,,,,,,,,,,1,,
7,H,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
7,I,Y,N,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
7,J,Y,N,1,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,
8,J,Y,N,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
8,I,Y,N,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
8,H,Y,N,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,
8,G,Y,N,,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,
8,F,Y,N,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8,E,Y,Y,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,
8,D,Y,Y,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
8,C,Y,N,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,
8,B,Y,N,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,
8,A,Y,N,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
9,A,Y,N,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,B,Y,N,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,
9,C,Y,N,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,D,Y,Y,,,1,,1,1,,,,,,,,,,,,,,,,,,,,1,,
9,E,Y,Y,,,1,,1,1,,,,1,,,,,,,1,,,,,,,,,,,
9,F,Y,N,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,
9,G,Y,N,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
9,H,Y,N,1,1,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,
