Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,C-WC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/18/2013,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,
Disturbance?,y,y,y,y,y,y,,,y,,,y,,,y,,,y,,,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,,,y,,,y,,,y,,,y,,,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,3,3,4,8,26,3,2,4,1,,,,,,,,,,,,10,2,3,,4,,,,,,,,,,,,,,,3,3,3,1,2,,,,,,,,6,6,2,1,,,,,,,,,,
Lintonia nutans,,,,,,3,,3,,,,3,3,2,,,,,,,,,,,,,1,1,,,,,,,,,,,3,1,2,,,,,,,1,1,,,,,,,,5,5,,,,,,,,,,,,
Pennisetum mezianum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
Pennisetum straminium,,,,,,,,,2,3,1,4,1,3,4,1,5,,,,,,,,,5,,,,,,,,,,5,6,4,1,,1,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,
Themeda triandra,,,,,,2,2,2,2,2,3,,,,,,,6,19,6,,,,,,,,3,,10,,,,,,,,,,,,3,,6,,,,,,,,,,,,,1,1,,,,,,,,,,,,
Bare,,1,1,,,1,,,1,,,2,,,,,,1,,,1,,,2,,,,,3,,2,,1,,2,2,,,,,,3,,,2,,,2,,,,,1,2,4,,,1,3,1,,,,3,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida kenyensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bothriochloa insculpta,,,4,,,,,,,,,,,,,,,,3,5,8,,6,,7,,6,2,5,,5,,3,,,,,,,,,,,,7,17,2,7,12,4,5,3,6,6,,,,,,8,,,,6,,,,,,4
