Pin Hits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEE vegetation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plot:,N-MW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Date: ,6/11/2013,(DATE MUST BE ENTERED IN: MONTH/DAY/YEAR),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trap station,1A,1C,1E,1G,1I,2J,,,2H,,,2F,,,2D,,,2B,,,3A,3C,3E,3G,3I,4J,4H,4F,4D,4B,5A,5C,5E,5G,5I,6J,,,6H,,,6F,,,6D,,,6B,,,7A,7C,7E,7G,7I,8J,8H,8F,8D,8B,9A,9C,9E,9G,9I,10J,10H,10F,10D,10B
Mound?,,,,,,,,,,,,,,,,,,,,,,,,,,,,y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disturbance?,y,y,y,y,y,y,,,y,,,y,,,y,,,y,,,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,,,y,,,y,,,y,,,y,,,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y,y
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hits,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,All,,1st,All,,1st,All,,1st,All,,1st,All,,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st,1st
,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,Lvs,Stm,,,,,,,,,,,,,,,,,,,,
Bracharia lacnantha,,,,,,8,21,5,8,22,5,,,,4,7,2,9,31,9,,,,,,10,10,10,10,7,,,,,,5,8,1,7,11,4,,,,5,10,5,,,,,,,,,10,8,9,9,8,,,,,,,,,,
Lintonia nutans,,,,,,2,4,1,,,,7,23,11,,,,3,4,1,,,,,,,,4,,,,,,,,4,,4,,,,,,,1,2,,4,6,3,,,,,,,,,,,,,,,,,,,,
Pennisetum mezianum,,,,,,3,7,1,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,2,6,3,,,,,,,1,1,2,,,,,,,,,,,,4,1,,,,,,,,,,
Pennisetum straminium,,,,,,,,,,,,2,1,2,6,4,10,2,1,3,,,,,,,,2,3,8,,,,,,,,,,,,,,,4,7,6,2,1,1,,,,,,,,1,,,,,,,,,,,,
Themeda triandra,,,,,,7,25,10,,,,,,,6,25,3,,,,,,,,,1,,6,,2,,,,,,10,13,8,10,57,7,9,22,9,2,,3,10,38,17,,,,,,1,,5,1,,,,,,,,,,,
Bare,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aristida kenyensis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
