"trap.station","trap.station_2","pin.frame.data.cover","Species","Sp_Pin_Hits","Treatment","Block","Date"
"1","A","","bothriochloa",NA,"C","C","20010501"
"1","A","","brachiaria",NA,"C","C","20010501"
"1","A","","dinebra",NA,"C","C","20010501"
"1","A","","eragrostis",NA,"C","C","20010501"
"1","A","","lintonia",NA,"C","C","20010501"
"1","A","","mariscus",NA,"C","C","20010501"
"1","A","","p..mezianum",NA,"C","C","20010501"
"1","A","","p..stramineum",NA,"C","C","20010501"
"1","A","","sporobolus",NA,"C","C","20010501"
"1","A","","themeda",4,"C","C","20010501"
"1","A","","a",NA,"C","C","20010501"
"1","A","","f",NA,"C","C","20010501"
"1","A","","g",NA,"C","C","20010501"
"1","A","","aerva",NA,"C","C","20010501"
"1","A","","aspilia",NA,"C","C","20010501"
"1","A","","commelina",NA,"C","C","20010501"
"1","A","","conyza",NA,"C","C","20010501"
"1","A","","discoriste",NA,"C","C","20010501"
"1","A","","helichrysum",NA,"C","C","20010501"
"1","A","","hibiscus",NA,"C","C","20010501"
"1","A","","indigofera.sch.",1,"C","C","20010501"
"1","A","","indigofera.brev.",NA,"C","C","20010501"
"1","A","","leucas",NA,"C","C","20010501"
"1","A","","lily",NA,"C","C","20010501"
"1","A","","misopates",NA,"C","C","20010501"
"1","A","","monechima",NA,"C","C","20010501"
"1","A","","monsonia",NA,"C","C","20010501"
"1","A","","oxygonum",NA,"C","C","20010501"
"1","A","","pavonia",NA,"C","C","20010501"
"1","A","","pelargonium",NA,"C","C","20010501"
"1","A","","phyllanthus",NA,"C","C","20010501"
"1","A","","polygala",NA,"C","C","20010501"
"1","A","","pomea",NA,"C","C","20010501"
"1","A","","portulaca",NA,"C","C","20010501"
"1","A","","rhinacanthus",NA,"C","C","20010501"
"1","A","","rhynchosia",NA,"C","C","20010501"
"1","A","","solanum.big",NA,"C","C","20010501"
"1","A","","solanum.small",NA,"C","C","20010501"
"1","A","","b",NA,"C","C","20010501"
"1","A","","c",NA,"C","C","20010501"
"1","A","","d",NA,"C","C","20010501"
"1","A","","e.",NA,"C","C","20010501"
"1","A","","h",NA,"C","C","20010501"
"1","A","","j",NA,"C","C","20010501"
"1","A","","k",NA,"C","C","20010501"
"1","A","","l",NA,"C","C","20010501"
"1","A","","n",NA,"C","C","20010501"
"1","A","","cactus",NA,"C","C","20010501"
"1","A","","commicarpus",NA,"C","C","20010501"
"1","A","","m",NA,"C","C","20010501"
"1","A","","plectranthus",NA,"C","C","20010501"
"1","A","","sida",NA,"C","C","20010501"
"1","A","","tragus",NA,"C","C","20010501"
"1","A","","bares",5,"C","C","20010501"
"1","B","","bothriochloa",NA,"C","C","20010501"
"1","B","","brachiaria",NA,"C","C","20010501"
"1","B","","dinebra",NA,"C","C","20010501"
"1","B","","eragrostis",NA,"C","C","20010501"
"1","B","","lintonia",NA,"C","C","20010501"
