"trap.station","trap.station_2","pin.frame.data.cover","Species","Sp_Pin_Hits","Treatment","Block","Date"
"1","A","","bothriochloa",NA,"C","S","20010501"
"1","A","","brachiaria",NA,"C","S","20010501"
"1","A","","dinebra",NA,"C","S","20010501"
"1","A","","eragrostis",NA,"C","S","20010501"
"1","A","","lintonia",NA,"C","S","20010501"
"1","A","","mariscus",NA,"C","S","20010501"
"1","A","","p..mezianum",NA,"C","S","20010501"
"1","A","","p..stramineum",9,"C","S","20010501"
"1","A","","sporobolus",NA,"C","S","20010501"
"1","A","","themeda",NA,"C","S","20010501"
"1","A","","a",NA,"C","S","20010501"
"1","A","","f",NA,"C","S","20010501"
"1","A","","g",NA,"C","S","20010501"
"1","A","","m",NA,"C","S","20010501"
"1","A","","n",NA,"C","S","20010501"
"1","A","","aerva",NA,"C","S","20010501"
"1","A","","aspilia",NA,"C","S","20010501"
"1","A","","commelina",NA,"C","S","20010501"
"1","A","","conyza",NA,"C","S","20010501"
"1","A","","discoriste",NA,"C","S","20010501"
"1","A","","helichrysum",NA,"C","S","20010501"
"1","A","","hibiscus",NA,"C","S","20010501"
"1","A","","indigofera.sch.",NA,"C","S","20010501"
"1","A","","indigofera.brev.",NA,"C","S","20010501"
"1","A","","leucas",NA,"C","S","20010501"
"1","A","","misopates",NA,"C","S","20010501"
"1","A","","monechima",NA,"C","S","20010501"
"1","A","","monsonia",NA,"C","S","20010501"
"1","A","","pavonia",NA,"C","S","20010501"
"1","A","","phyllanthus",NA,"C","S","20010501"
"1","A","","polygala",NA,"C","S","20010501"
"1","A","","pomea",NA,"C","S","20010501"
"1","A","","portulaca",NA,"C","S","20010501"
"1","A","","rhinacanthus",NA,"C","S","20010501"
"1","A","","rhynchosia",NA,"C","S","20010501"
"1","A","","solanum.big",NA,"C","S","20010501"
"1","A","","solanum.small",NA,"C","S","20010501"
"1","A","","oxygonum",NA,"C","S","20010501"
"1","A","","b",NA,"C","S","20010501"
"1","A","","c",NA,"C","S","20010501"
"1","A","","d",NA,"C","S","20010501"
"1","A","","e",NA,"C","S","20010501"
"1","A","","h",NA,"C","S","20010501"
"1","A","","j",NA,"C","S","20010501"
"1","A","","k",NA,"C","S","20010501"
"1","A","","l",NA,"C","S","20010501"
"1","A","","n_2",NA,"C","S","20010501"
"1","A","","cactus",NA,"C","S","20010501"
"1","A","","commicarpus",NA,"C","S","20010501"
"1","A","","m_2",NA,"C","S","20010501"
"1","A","","plectranthus",NA,"C","S","20010501"
"1","A","","sida",NA,"C","S","20010501"
"1","A","","tragus",NA,"C","S","20010501"
"1","A","","bares",1,"C","S","20010501"
"1","B","","bothriochloa",NA,"C","S","20010501"
"1","B","","brachiaria",NA,"C","S","20010501"
"1","B","","dinebra",NA,"C","S","20010501"
"1","B","","eragrostis",NA,"C","S","20010501"
"1","B","","lintonia",NA,"C","S","20010501"
"1","B","","mariscus",NA,"C","S","20010501"
"1","B","","p..mezianum",NA,"C","S","20010501"
"1","B","","p..stramineum",9,"C","S","20010501"
"1","B","","sporobolus",NA,"C","S","20010501"
"1","B","","themeda",NA,"C","S","20010501"
"1","B","","a",NA,"C","S","20010501"
"1","B","","f",NA,"C","S","20010501"
"1","B","","g",NA,"C","S","20010501"
"1","B","","m",NA,"C","S","20010501"
"1","B","","n",NA,"C","S","20010501"
"1","B","","aerva",NA,"C","S","20010501"
"1","B","","aspilia",NA,"C","S","20010501"
"1","B","","commelina",NA,"C","S","20010501"
"1","B","","conyza",NA,"C","S","20010501"
"1","B","","discoriste",NA,"C","S","20010501"
"1","B","","helichrysum",NA,"C","S","20010501"
"1","B","","hibiscus",NA,"C","S","20010501"
"1","B","","indigofera.sch.",NA,"C","S","20010501"
"1","B","","indigofera.brev.",NA,"C","S","20010501"
"1","B","","leucas",NA,"C","S","20010501"
"1","B","","misopates",NA,"C","S","20010501"
"1","B","","monechima",NA,"C","S","20010501"
"1","B","","monsonia",NA,"C","S","20010501"
"1","B","","pavonia",NA,"C","S","20010501"
"1","B","","phyllanthus",NA,"C","S","20010501"
"1","B","","polygala",NA,"C","S","20010501"
"1","B","","pomea",NA,"C","S","20010501"
"1","B","","portulaca",NA,"C","S","20010501"
"1","B","","rhinacanthus",NA,"C","S","20010501"
"1","B","","rhynchosia",NA,"C","S","20010501"
"1","B","","solanum.big",NA,"C","S","20010501"
"1","B","","solanum.small",NA,"C","S","20010501"
"1","B","","oxygonum",NA,"C","S","20010501"
"1","B","","b",NA,"C","S","20010501"
"1","B","","c",NA,"C","S","20010501"
"1","B","","d",NA,"C","S","20010501"
"1","B","","e",NA,"C","S","20010501"
"1","B","","h",NA,"C","S","20010501"
"1","B","","j",NA,"C","S","20010501"
"1","B","","k",NA,"C","S","20010501"
"1","B","","l",NA,"C","S","20010501"
"1","B","","n_2",NA,"C","S","20010501"
"1","B","","cactus",NA,"C","S","20010501"
"1","B","","commicarpus",NA,"C","S","20010501"
"1","B","","m_2",NA,"C","S","20010501"
"1","B","","plectranthus",NA,"C","S","20010501"
"1","B","","sida",NA,"C","S","20010501"
"1","B","","tragus",NA,"C","S","20010501"
"1","B","","bares",1,"C","S","20010501"
"1","C","","bothriochloa",NA,"C","S","20010501"
"1","C","","brachiaria",NA,"C","S","20010501"
"1","C","","dinebra",NA,"C","S","20010501"
"1","C","","eragrostis",NA,"C","S","20010501"
"1","C","","lintonia",NA,"C","S","20010501"
"1","C","","mariscus",NA,"C","S","20010501"
"1","C","","p..mezianum",NA,"C","S","20010501"
"1","C","","p..stramineum",8,"C","S","20010501"
"1","C","","sporobolus",NA,"C","S","20010501"
"1","C","","themeda",NA,"C","S","20010501"
"1","C","","a",NA,"C","S","20010501"
"1","C","","f",NA,"C","S","20010501"
"1","C","","g",NA,"C","S","20010501"
"1","C","","m",NA,"C","S","20010501"
"1","C","","n",NA,"C","S","20010501"
"1","C","","aerva",NA,"C","S","20010501"
"1","C","","aspilia",NA,"C","S","20010501"
"1","C","","commelina",NA,"C","S","20010501"
"1","C","","conyza",NA,"C","S","20010501"
"1","C","","discoriste",NA,"C","S","20010501"
"1","C","","helichrysum",NA,"C","S","20010501"
"1","C","","hibiscus",NA,"C","S","20010501"
"1","C","","indigofera.sch.",NA,"C","S","20010501"
"1","C","","indigofera.brev.",NA,"C","S","20010501"
"1","C","","leucas",NA,"C","S","20010501"
"1","C","","misopates",NA,"C","S","20010501"
"1","C","","monechima",NA,"C","S","20010501"
"1","C","","monsonia",NA,"C","S","20010501"
"1","C","","pavonia",NA,"C","S","20010501"
"1","C","","phyllanthus",NA,"C","S","20010501"
"1","C","","polygala",NA,"C","S","20010501"
"1","C","","pomea",NA,"C","S","20010501"
"1","C","","portulaca",NA,"C","S","20010501"
"1","C","","rhinacanthus",NA,"C","S","20010501"
"1","C","","rhynchosia",NA,"C","S","20010501"
"1","C","","solanum.big",NA,"C","S","20010501"
"1","C","","solanum.small",NA,"C","S","20010501"
"1","C","","oxygonum",NA,"C","S","20010501"
"1","C","","b",NA,"C","S","20010501"
